1.801667882092837303e+01,4.219868227767006630e+01
2.414435267286981102e+01,4.796324643929383313e+01
1.413564547072171385e+00,7.042187754185808224e+00
1.599983768731172518e+01,3.140019423716943336e+01
2.337265984555570597e+01,2.766321280990639409e+01
2.997183579408767073e+01,1.860336230350011988e+01
3.299616016790323414e+01,2.910458805091542445e+01
2.982093741040531043e+00,2.609802234723430558e+01
2.365370270024195065e+01,3.654540805240285550e+01
4.225240343279041610e+01,3.306248712494942765e+01
4.627411868516433202e+01,4.716575301689453426e+01
4.216206626821394110e+01,2.852932982379985383e-01
4.347973195200285090e+01,9.510348272774876932e+00
3.836434751277140265e+01,2.004394312301536729e+01
2.846933797061221227e+01,3.891238667120436645e+01
6.343179266156739882e-01,3.615466149957502484e-01
2.663361374159349282e+01,3.978574730696362138e+01
6.490197154047100625e+00,2.571043917631396880e+01
7.009275575951989801e-01,2.487983066148188271e+01
6.468238425427596638e+00,4.267209401322256923e+01
2.117845854267323347e+01,3.902603933734265240e+01
1.028468166087110269e+01,8.043862049918521606e+00
3.029469884741155639e+01,3.672396449088420667e+01
4.472483047223472852e+01,2.926939482206134002e+01
3.975213789780062967e+01,4.647806441154310875e+01
3.863669835461109159e+01,4.675387716585097309e+01
4.084772040170897611e+01,1.174020826624916936e+01
2.164362029589056213e+00,3.902049394240464153e+01
1.673368399997122324e+01,2.220823080965457308e+01
3.284564042588043264e+01,7.645115051161938347e+00
3.347293479149369944e+01,4.818153607535691663e+01
3.399424329909371778e+01,3.287918052674795888e+01
3.825940554042662711e+01,3.920482592557134893e+01
9.795071746418759773e+00,3.965999848816505136e+01
1.849787959875089882e+01,2.265616844688538123e+01
4.923772603277654980e+01,3.072490986075124297e+01
4.053931772930545208e+01,1.487788325611834672e+01
3.215981690770819057e+01,2.587221089768815219e+01
1.737004844699371375e+01,3.948403006889130040e+01
2.328792457741739597e+01,3.399912810314541645e+01
3.910604027461220511e+01,4.401062515182916002e+01
1.530047459264096688e+01,7.624726719538160502e+00
4.480860683342198314e+01,4.142665308149780401e+01
4.409983350711405237e+00,6.713838909102315178e+00
2.827326153479342707e+01,1.231852963099074927e+01
4.409225022884375278e+01,7.657326008519760308e+00
1.181549099378866785e+01,4.190405996304497904e+01
2.242613262510964134e+01,1.597177049703087981e+01
3.579630974966787704e+01,3.318016662116862392e+01
4.687794898968230228e+01,1.329830945532711262e+01
7.273226892713441138e+00,1.998648044372247634e+00
2.529080040716326749e+01,4.575141097282520164e-01
3.630538681932196710e+01,2.339670928034028208e+01
9.641399665421545251e+00,4.651907653974680557e+01
3.239850479547505557e+01,1.795664531733854474e+01
2.321574327157703976e+01,3.784560576646904906e+01
3.155912230941205365e+01,3.154133288470369223e+01
1.615018582201730624e+01,2.679185416752383730e+01
4.659080788497102787e+01,4.331943646903840062e+01
2.871137764843180307e+01,2.868601370281465535e+01
3.658612039408286876e+01,1.711121445162626031e+01
3.389598096737213950e+01,1.113988079239538465e+01
