1.274873264113862703e-01,7.353833148090604510e+00
5.572014377680757491e+01,3.633478210912660700e+01
6.861618939797579309e+00,4.924743934707667847e+01
4.735958602462959277e+01,3.903458831573127696e+01
5.374610306800862958e+01,1.556618706947886466e+01
2.169008512621931395e+00,4.419412499711251030e+01
6.117873505918594645e+01,3.320670872501316495e+01
3.225602685581932150e+01,4.792780425943399258e+00
4.135876686729408647e+01,4.977994786367609947e+01
4.395077380178410920e+01,4.678085134569728609e+01
4.550049824954901112e+01,2.178347196046527756e+01
3.657316272401936885e+01,1.814977419341895493e+00
1.080804176985188292e+01,4.797057913787143946e+01
3.122342724725797325e+00,3.688345206961550815e+01
5.406866817996194641e+01,4.166193652600925645e+01
9.014572702714718222e-01,2.806173059000690984e+01
6.010620506370798211e+01,2.279117404292298588e+01
1.981248397170014641e+01,3.620815158419881996e+00
3.131993698654616054e+01,1.796363853985992876e+01
8.535473281479593055e+00,4.515179242581335295e+00
5.978823147436447982e+01,4.679816872062252742e+01
3.813950343277022981e+00,2.397097322521372575e+01
4.069894258650941055e+01,1.227166029673424319e+01
2.247629582920595581e+01,3.673674065661736421e+01
2.987026619005922612e+01,2.478344230659829606e+01
5.347558405847942709e+01,9.090642076183625520e+00
6.776005788073879899e+01,3.548012377858150757e+01
5.510283124121087894e+01,3.176385480992366439e+01
6.034361463922193991e+01,5.583821250786580315e+00
5.525743840142595786e+01,2.588004969806980071e+01
6.430005623830113848e+01,4.349571975262817247e+00
2.089881649740866720e+01,2.570404397361663129e+01
2.045246891233702158e+01,1.275703103754335288e+01
3.274574646642344078e+01,3.237770513166555730e+01
1.947052491801480301e+01,2.235440871134888852e+01
6.128693120246965975e+01,3.839918707843222734e+01
4.476852411681259269e+01,1.179685617311171386e+00
4.506433556608921975e+01,1.844458434323799523e+01
1.771084699322864253e+01,3.661511667935478442e+01
6.139352596714297050e+01,9.986033937923416204e+00
3.447358284610923818e+01,3.585119531655261227e+01
4.305957557577300321e+01,3.233076613100929819e+01
6.543889014664685533e+01,7.710483259120770594e-01
2.501240146753953297e+01,2.365156026349410823e+01
6.809718952129561842e+01,4.825956953143249706e+01
6.875724610348125054e+01,4.423139400315511693e+01
2.862818491656741315e+01,3.265520243717418225e+00
5.829130150778699004e+01,2.579681597366101364e-02
6.308369425971333300e+01,3.079340202346497080e+01
1.465606674670851817e+00,2.257853438274387337e+00
3.259925123668985236e+01,4.923769742172011377e+01
6.254093306602643842e+00,2.546180061137079775e+01
6.987368986961205053e+01,7.848523455163531004e+00
5.744980233341490816e+01,3.918365469140439217e+01
7.046578750668221147e+00,2.238603469786126254e+01
1.781697473160020451e+01,1.408907630447835935e+01
3.229065098612518625e+01,1.135766375433722786e+01
2.189187265269257665e+01,2.132442719765840877e+01
4.258372346631866634e+01,2.559166800836312206e+01
3.058161472828049199e+01,3.705260347026153767e+01
2.753805468882589125e+01,4.706640770902114923e+01
1.629507566467921009e+01,1.719603657648118755e+01
9.612991726806550119e+00,4.332537794141851606e+01
6.707048182239513778e+01,2.653797589286408609e+01
6.759916078328147648e+01,1.829316276580057377e+01
1.158694352192088317e+01,3.695872167686181875e+00
5.294651014250813148e+01,2.110065599560130423e+01
6.127775515270761986e+01,1.910239818650660837e+00
2.955586629212719174e+01,4.925122097322876868e+01
6.309981444050347932e+01,1.549736227867726157e+01
3.472089930093224552e+01,2.188354053400944821e+01
6.263476641621586793e+01,2.639688678556131407e+01
3.529261726138170019e+00,3.395008582779151851e+01
2.810078227155929653e+01,1.666206938210827460e+01
5.422445915387626769e+01,2.576640390576656614e+00
2.241468341460361913e+01,2.827990171132626962e+00
4.607435971411261022e+01,3.266612790144291978e+01
3.955087622520122892e+01,2.902393772094488611e+01
8.090662098856075346e+00,3.684940090324539597e+01
5.910191106758109925e+01,2.563441206310545084e+01
6.055263926662459539e+01,1.381529859654194681e+01
5.419820734298514076e+00,1.269932688383060260e+01
2.841028625247836104e+01,6.242921702682490803e+00
2.353763803119938558e+01,1.184823003770296168e+01
5.590817754843106258e+01,4.638983081367037187e+01
5.523036645730392991e+01,5.127784299818033631e+00
1.475846697429396670e+01,3.718919123787497227e+01
