2.043959235765192517e+01,5.817999556325053945e+00
3.313601709885014657e+01,6.835252322932134028e+00
1.867480373507862623e+01,2.305978513555450604e+01
1.600925897509001317e+01,2.216048318484787316e+01
7.171495135100094842e+00,3.514803007685988945e+01
6.857625625753253473e+01,1.267839330620917337e+01
8.012823129409618605e-01,2.802273460162879104e+01
1.188712610733198360e+01,1.470163282901925150e+01
6.166489559501899720e+01,9.693907330277795609e+00
5.011335757072829011e+01,2.750927141172289581e+01
4.423931435154689495e+01,4.586640287234794755e+01
2.064164146389621735e+01,4.406201416623575540e+01
2.439260962530712007e+01,3.413124417387141563e+01
4.737976235129755764e+01,4.413891354888609442e+01
8.587580535288910966e+00,4.582650891255055825e+01
3.682347859944056268e+01,3.814838977322597202e+01
5.009061423559279547e+01,1.608603423016066714e+01
1.136832847975835570e+01,4.176779253552917481e+01
4.713229731829171243e+01,2.075216029087347636e+01
3.258804037645017360e+01,2.639503817990960854e+01
1.146702689027230981e+01,2.050175006215940599e+01
6.582934966018648026e+01,4.191378824657987501e+00
6.733613112867612926e+01,2.712260593390769614e+01
4.200280140205495449e+00,3.223265170076467179e+00
2.809779371606834886e+01,1.523640731915883961e+01
3.489108076524318847e+01,8.028527896886572535e+00
6.717554721129484108e+01,3.612500375352833260e+01
4.097547156586369255e+01,6.949111140960662070e+00
6.928430161904245210e+01,3.204277455196481128e+01
1.648417742633395733e+01,6.906909801026467122e+00
4.831576842301327446e+01,4.776414111305825827e+01
3.097157428411485469e+01,1.549641855623534781e+01
4.381148663123485676e+01,1.056824696348110315e+01
3.470332132774625222e+01,4.342308935696035377e+01
6.266621077425114095e+00,4.131021859894886461e+01
3.622836875677285740e+00,3.415386646367458923e+01
5.750634365050404995e+01,5.209734472365179059e+00
3.436222580317922848e+01,2.508060926847550576e+01
4.585789626198059921e+01,1.813227466709854596e+01
4.168758742161874409e+01,3.136507445805807848e+01
6.014884506200408509e+01,4.841054959796412760e+01
3.701021896603553074e+01,3.195839295030577887e+01
5.745727331995892584e+00,2.014980995042718348e+01
3.386356891371141131e+01,4.090784154344832757e+01
6.647297523235910433e+01,4.771326762513755426e+01
8.051637544897353393e+00,3.134322858425958103e+01
8.822266670484535389e-01,8.556530675129931041e+00
3.405745132720465307e+01,1.874942351156964193e+01
2.780106525749799573e+01,2.525547677725016982e+01
1.815923644453312846e+01,3.987430282197784948e+00
1.407216626841975149e+01,4.379001444406426913e+00
4.774545356142608199e+01,2.619115332828850384e+01
2.845337580437990255e+01,5.893651306240438537e+00
5.194903214610168618e+01,4.084671004141817008e+01
4.377396251166472041e+01,2.064705197279138105e+01
6.442592048674494265e+01,9.442237517411800951e+00
5.398752859416172001e+00,2.581562630458716967e+01
6.229690023254983799e+01,4.635568091067921870e+01
2.992638439377254755e+01,7.007073102619887361e-01
2.057933189155175313e+01,1.547988991076995546e+01
6.551816879027393270e+01,1.560852178866251627e+01
5.693513196533651843e+00,3.784986961124884886e+01
5.530426341101798471e+01,3.758394302772084927e+01
3.629799606172098514e+00,1.484813724282368952e+01
4.076892992893844081e+01,3.669933269157611733e+01
4.514512750321280521e+01,3.186718474099520471e+00
2.596294491502213475e+00,4.801965605940335990e+01
5.077861533971606001e-01,1.834588527220478227e+01
8.832713906326217668e+00,2.459348958824980613e+01
6.992955983170577383e+01,3.784647001787624276e+01
5.968794224857067121e+01,1.712684404579970021e+01
7.293930493343050436e+00,1.647042141018422612e+01
