6.410656952465688008e+00,5.320523077591732264e-01,0.000000000000000000e+00
1.026836813588348285e+01,9.805425095982556627e+00,0.000000000000000000e+00
1.542485867047821912e+01,1.206397865684620818e+01,0.000000000000000000e+00
3.112719885412687404e+01,4.977564010616256951e+01,0.000000000000000000e+00
3.293321108030930588e+01,2.794973807570827518e+01,0.000000000000000000e+00
1.563575058672084772e+01,4.135745636209659182e+00,0.000000000000000000e+00
1.387982981653412828e+00,3.214085273372194962e+01,0.000000000000000000e+00
7.569730241622107947e+00,4.129736954514394398e+01,0.000000000000000000e+00
1.999883477144875243e+01,1.582153949931470649e+01,0.000000000000000000e+00
5.596480424852662061e+00,4.179968904532499607e+01,0.000000000000000000e+00
1.932765615653292812e+01,4.376139710423640139e+01,0.000000000000000000e+00
4.071267915416726169e+00,1.690992501546325144e+01,0.000000000000000000e+00
6.593204309278371866e+00,4.997067874667645526e+01,0.000000000000000000e+00
2.966491159140084832e+01,2.683387125203016055e+01,0.000000000000000000e+00
1.933255346770050309e+01,1.806370358197961323e+01,0.000000000000000000e+00
1.887187765196098255e+01,1.914085962790593598e+01,0.000000000000000000e+00
7.165402215656274443e+00,2.658870992695158719e+01,0.000000000000000000e+00
3.569472717648377369e+01,4.739247121287024811e+01,0.000000000000000000e+00
4.071116373155390278e+01,4.482057254226396736e+01,0.000000000000000000e+00
4.123070983618045915e+01,4.213348702287914449e+01,0.000000000000000000e+00
3.764038541248645942e+01,4.440352431651559328e+01,0.000000000000000000e+00
4.677442343290003635e+01,2.329166943264896972e+01,0.000000000000000000e+00
4.852354506064337158e+01,2.447663618499385407e+01,0.000000000000000000e+00
1.789317039383772112e+01,3.393516549775673496e+01,0.000000000000000000e+00
1.031188056116832952e+00,1.914509747588184041e+01,0.000000000000000000e+00
3.577859594030968537e+01,5.587245963804187809e+00,0.000000000000000000e+00
4.306773265528618566e+01,2.738209662027539082e+01,0.000000000000000000e+00
3.816723980878030176e+01,3.315710556686811827e+01,0.000000000000000000e+00
3.043559721634571602e+01,2.975038284694089441e+01,0.000000000000000000e+00
1.111636007823546546e+00,1.493312706544208623e+01,0.000000000000000000e+00
3.230806203832651846e+01,1.236734984705508644e+01,0.000000000000000000e+00
1.535286404703072272e+01,3.237452766947347271e+01,0.000000000000000000e+00
2.641464708047777066e+01,3.025070315315756631e+01,0.000000000000000000e+00
3.446161124969418665e+01,2.919833345447209183e+00,0.000000000000000000e+00
1.464965026952691574e+01,3.420351046599588329e+01,0.000000000000000000e+00
1.591730405595448428e+00,1.143001494653644912e+01,0.000000000000000000e+00
8.287048154065985273e+00,1.526453168683666384e+01,0.000000000000000000e+00
5.829377165967086327e+00,1.215122582548729468e+01,0.000000000000000000e+00
4.015221734563158407e+01,4.848488778746541783e+01,0.000000000000000000e+00
1.543617602716867943e+01,2.930051025759003380e+01,0.000000000000000000e+00
2.260185407597773377e+01,3.388887790222310059e+01,0.000000000000000000e+00
3.211742350862004969e+01,1.203282024404545014e+00,0.000000000000000000e+00
2.373301309216573785e+01,4.948978120080280974e+01,0.000000000000000000e+00
4.512019373606821659e+01,3.714821587868748765e+01,0.000000000000000000e+00
6.673887808029071778e+00,4.099766074625275536e+01,0.000000000000000000e+00
4.662113453542050223e+01,3.111894009935102900e+01,0.000000000000000000e+00
4.291327911658546412e+01,1.880585666132223466e+01,0.000000000000000000e+00
2.517902006918784608e+01,1.400663220161968425e+00,0.000000000000000000e+00
2.915410703397187220e+01,3.024030773010906614e+01,0.000000000000000000e+00
4.690350834762178778e+01,3.838912763151065377e+01,0.000000000000000000e+00
4.825155804957560690e+01,2.610205217744904260e+01,0.000000000000000000e+00
6.287431446586511541e+00,1.129659659628051749e+01,0.000000000000000000e+00
3.953505201304523808e+01,3.791767457865296365e+01,0.000000000000000000e+00
1.203517142080157143e+00,4.128151900634724569e+01,0.000000000000000000e+00
2.282658619971430625e+01,6.742928195026060223e+00,0.000000000000000000e+00
1.401891288584190498e+01,2.703267732255030964e+01,0.000000000000000000e+00
8.263919831319215703e+00,1.174764235352514419e+01,0.000000000000000000e+00
1.698167778190040611e+00,1.972979800088175395e+01,0.000000000000000000e+00
2.410648301088713552e+01,2.323827355177173359e+01,0.000000000000000000e+00
4.744282452183902166e+01,3.650432023835065820e+01,0.000000000000000000e+00
1.747431184248148384e+01,1.223254967617542555e+01,0.000000000000000000e+00
4.152997150333097665e+01,4.966175330648587760e+01,0.000000000000000000e+00
1.937362177419766240e+01,2.600257495589929846e+01,0.000000000000000000e+00
3.034423197320250765e+01,1.436649204101611055e+01,0.000000000000000000e+00
2.646367671217226913e+01,4.857222617039226265e+01,0.000000000000000000e+00
9.415943288178718618e+00,1.528405911811921492e+01,0.000000000000000000e+00
4.362075217980262209e+01,1.887619209675811538e+00,0.000000000000000000e+00
2.680331777358187040e+01,1.652893827934732229e+01,0.000000000000000000e+00
3.293352934112053987e+01,1.739360281049196644e+01,0.000000000000000000e+00
1.228628555924350430e+01,1.243847001193202928e+01,0.000000000000000000e+00
3.791737673843217493e+01,5.679281666300179054e+00,0.000000000000000000e+00
8.727324338296066131e+00,3.196255480890070189e+01,0.000000000000000000e+00
7.980504740381061168e+00,4.088852423379382373e+01,0.000000000000000000e+00
4.509795712476633156e+01,4.272194095602036157e+01,0.000000000000000000e+00
5.410017370083175514e+00,7.840739398418294925e+00,0.000000000000000000e+00
4.849175457906012809e+01,3.326664051506053710e+01,0.000000000000000000e+00
1.384986424679966532e+01,1.596659585775947399e+01,0.000000000000000000e+00
4.911218012516882681e+01,4.614321892342761799e+01,0.000000000000000000e+00
4.826274961490748439e+01,3.119662421810132003e+01,0.000000000000000000e+00
